SCIENTIFIC NAME;OBSERVATION COUNT;LATITUDE;LONGITUDE;OBSERVATION DATE;YEAR;WEEK OF YEAR;COUNTY;STATE
Circus aeruginosus;1;51.5181424;17.0418061;02.04.2021;2021;13;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5456477;15.789736;13.04.2021;2021;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;10;51.5623238;15.7832692;25.04.2021;2021;16;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5181424;17.0418061;20.04.2021;2021;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.046867;17.1453106;08.05.2021;2021;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;31.05.2021;2021;22;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;23.05.2021;2021;20;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;19.05.2021;2021;20;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.1717817;17.2715289;03.05.2021;2021;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;14.05.2021;2021;19;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;50.8420249;15.6695253;01.05.2021;2021;17;powiat karkonoski;województwo dolnośląskie
Circus aeruginosus;6;51.5623238;15.7832692;24.05.2021;2021;21;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.183434;16.917146;04.05.2021;2021;18;Wrocław;województwo dolnośląskie
Circus aeruginosus;2;51.1811589;16.9612813;18.05.2021;2021;20;Wrocław;województwo dolnośląskie
Circus aeruginosus;2;51.1800853;17.1346968;04.05.2021;2021;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;30.05.2021;2021;21;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.0376623;16.2648101;30.05.2021;2021;21;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;01.05.2021;2021;17;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.102312;17.123342;08.05.2021;2021;18;Wrocław;województwo dolnośląskie
Circus aeruginosus;5;51.0376623;16.2648101;31.05.2021;2021;22;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;09.05.2021;2021;18;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;50.8842103;16.4522425;31.05.2021;2021;22;powiat świdnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;22.05.2021;2021;20;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.537785;15.7652321;18.05.2021;2021;20;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;18.05.2021;2021;20;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;28.05.2021;2021;21;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5181424;17.0418061;20.05.2021;2021;20;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.11692;16.692401;12.05.2021;2021;19;powiat średzki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;16.05.2021;2021;19;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;25.06.2021;2021;25;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;06.06.2021;2021;22;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.0376623;16.2648101;01.06.2021;2021;22;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;02.06.2021;2021;22;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.8464816;15.6908344;06.06.2021;2021;22;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;04.06.2021;2021;22;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.183434;16.917146;18.06.2021;2021;24;Wrocław;województwo dolnośląskie
Circus aeruginosus;2;51.4802577;16.9524564;07.06.2021;2021;23;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5045755;17.4275351;04.06.2021;2021;22;powiat milicki;województwo dolnośląskie
Circus aeruginosus;5;51.0376623;16.2648101;02.06.2021;2021;22;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;20.06.2021;2021;24;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4992725;16.9799691;06.06.2021;2021;22;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;06.06.2021;2021;22;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;4;51.5623238;15.7832692;29.06.2021;2021;26;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.4802577;16.9524564;09.06.2021;2021;23;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.210875;17.2537512;27.06.2021;2021;25;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;50.8464816;15.6908344;05.06.2021;2021;22;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;25.07.2021;2021;29;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5181424;17.0418061;21.07.2021;2021;29;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;50.9560479;16.6175079;18.07.2021;2021;28;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.1674159;15.9197504;17.07.2021;2021;28;powiat złotoryjski;województwo dolnośląskie
Circus aeruginosus;1;51.3249186;15.9180415;17.07.2021;2021;28;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;5;51.5623238;15.7832692;19.07.2021;2021;29;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;31.07.2021;2021;30;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;27.08.2021;2021;34;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;6;51.5383279;17.345438;06.08.2021;2021;31;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;50.9726695;15.4295358;19.08.2021;2021;33;powiat lwówecki;województwo dolnośląskie
Circus aeruginosus;1;51.5102249;17.11097;01.08.2021;2021;30;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;50.9486966;16.5946567;29.08.2021;2021;34;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5403965;17.4930131;13.08.2021;2021;32;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;21.08.2021;2021;33;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;50.8412645;15.6684974;08.08.2021;2021;31;powiat karkonoski;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;10.08.2021;2021;32;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.4801027;16.8970394;24.08.2021;2021;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;20.08.2021;2021;33;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;13.08.2021;2021;32;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;17.08.2021;2021;33;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.6018736;16.3570347;27.08.2021;2021;34;powiat lubiński;województwo dolnośląskie
Circus aeruginosus;1;51.4723892;17.0239143;24.08.2021;2021;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4147165;15.8942297;03.08.2021;2021;31;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;21.08.2021;2021;33;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.7360541;15.7395868;23.08.2021;2021;34;powiat karkonoski;województwo dolnośląskie
Circus aeruginosus;3;51.4890238;16.8896601;20.08.2021;2021;33;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4723892;17.0239143;28.08.2021;2021;34;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;07.09.2021;2021;36;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.5161011;16.8349927;09.09.2021;2021;36;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;17.09.2021;2021;37;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;4;51.5623238;15.7832692;19.09.2021;2021;37;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.5161011;16.8349927;09.09.2021;2021;36;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;16.10.2021;2021;41;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;01.10.2021;2021;39;powiat milicki;województwo dolnośląskie
Circus aeruginosus;3;51.5623238;15.7832692;07.10.2021;2021;40;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;09.10.2021;2021;40;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;27.03.2022;2022;12;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.954888;16.5950282;27.03.2022;2022;12;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;27.03.2022;2022;12;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.1066845;17.2426104;29.03.2022;2022;13;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;22.03.2022;2022;12;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;30.04.2022;2022;17;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;27.04.2022;2022;17;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4147165;15.8942297;18.04.2022;2022;16;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.8753276;15.7427403;30.04.2022;2022;17;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;24.04.2022;2022;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;24.04.2022;2022;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.0158172;17.0710969;23.04.2022;2022;16;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5181424;17.0418061;03.04.2022;2022;13;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.1717817;17.2715289;10.04.2022;2022;14;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;03.04.2022;2022;13;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;6;51.5623238;15.7832692;16.04.2022;2022;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.0340812;15.0080778;09.04.2022;2022;14;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.2613142;16.7755521;30.04.2022;2022;17;powiat wołowski;województwo dolnośląskie
Circus aeruginosus;6;51.5623238;15.7832692;16.04.2022;2022;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;51.5383279;17.345438;19.04.2022;2022;16;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;50.9377419;16.6136581;17.04.2022;2022;15;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;17.04.2022;2022;15;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.1089599;17.2514357;13.04.2022;2022;15;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.0340812;15.0080778;18.04.2022;2022;16;powiat zgorzelecki;województwo dolnośląskie
Circus aeruginosus;1;51.5181424;17.0418061;24.04.2022;2022;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;29.04.2022;2022;17;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;6;51.5623238;15.7832692;16.04.2022;2022;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.4248671;16.9471248;18.04.2022;2022;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5383279;17.345438;29.04.2022;2022;17;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;08.04.2022;2022;14;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4864577;17.0348208;23.04.2022;2022;16;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;22.04.2022;2022;16;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;3;50.9377419;16.6136581;30.04.2022;2022;17;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.0947608;17.0996583;06.04.2022;2022;14;Wrocław;województwo dolnośląskie
Circus aeruginosus;1;51.314322;16.5262388;14.04.2022;2022;15;powiat wołowski;województwo dolnośląskie
Circus aeruginosus;1;51.1179488;17.2166499;06.04.2022;2022;14;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;15.04.2022;2022;15;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5383279;17.345438;03.05.2022;2022;18;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.5181424;17.0418061;13.05.2022;2022;19;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4768404;17.0127014;28.05.2022;2022;21;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5336353;15.7938981;10.05.2022;2022;19;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.2049956;17.1958737;22.05.2022;2022;20;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;16.05.2022;2022;20;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;50.9573614;16.6204887;07.05.2022;2022;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5623238;15.7832692;01.05.2022;2022;17;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5890484;15.8465761;10.05.2022;2022;19;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;3;50.8464816;15.6908344;01.05.2022;2022;17;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;1;51.5134432;16.9934893;14.05.2022;2022;19;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5619055;15.8418769;10.05.2022;2022;19;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;15.05.2022;2022;19;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;-100;51.5623238;15.7832692;21.05.2022;2022;20;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.4802577;16.9524564;20.05.2022;2022;20;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;24.05.2022;2022;21;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;10.05.2022;2022;19;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;50.9560479;16.6175079;07.05.2022;2022;18;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.4802577;16.9524564;13.05.2022;2022;19;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.9560479;16.6175079;28.05.2022;2022;21;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.210875;17.2537512;29.05.2022;2022;21;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5890484;15.8465761;22.06.2022;2022;25;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;2;51.5383279;17.345438;11.06.2022;2022;23;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.2582214;16.1905283;23.06.2022;2022;25;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;2;51.1793256;17.2590259;23.06.2022;2022;25;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5102249;17.11097;11.06.2022;2022;23;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.0786903;16.4065498;23.06.2022;2022;25;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;51.2625467;16.2394867;23.06.2022;2022;25;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;1;51.5336353;15.7938981;22.06.2022;2022;25;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5619055;15.8418769;22.06.2022;2022;25;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.2424125;17.2519512;04.06.2022;2022;22;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.2582214;16.1905283;23.06.2022;2022;25;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;2;51.5181424;17.0418061;17.06.2022;2022;24;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;50.118526;16.730393;24.06.2022;2022;25;powiat kłodzki;województwo dolnośląskie
Circus aeruginosus;2;51.5181424;17.0418061;17.06.2022;2022;24;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;1;51.1811589;16.9612813;16.06.2022;2022;24;Wrocław;województwo dolnośląskie
Circus aeruginosus;1;51.5102249;17.11097;14.06.2022;2022;24;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;50.8464816;15.6908344;06.06.2022;2022;23;Jelenia Góra;województwo dolnośląskie
Circus aeruginosus;1;51.1793256;17.2590259;05.06.2022;2022;22;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5383279;17.345438;11.06.2022;2022;23;powiat milicki;województwo dolnośląskie
Circus aeruginosus;2;51.0786903;16.4065498;23.06.2022;2022;25;powiat jaworski;województwo dolnośląskie
Circus aeruginosus;1;50.5161011;16.8349927;01.06.2022;2022;22;powiat ząbkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.2625467;16.2394867;23.06.2022;2022;25;powiat legnicki;województwo dolnośląskie
Circus aeruginosus;1;51.4802577;16.9524564;10.06.2022;2022;23;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;5;51.5623238;15.7832692;22.06.2022;2022;25;powiat polkowicki;województwo dolnośląskie
Circus aeruginosus;1;51.5102249;17.11097;14.06.2022;2022;24;powiat milicki;województwo dolnośląskie
Circus aeruginosus;1;51.2116124;17.2666627;07.06.2022;2022;23;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.210875;17.2537512;07.06.2022;2022;23;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;2;51.5181424;17.0418061;17.06.2022;2022;24;powiat trzebnicki;województwo dolnośląskie
Circus aeruginosus;2;51.1793256;17.2590259;23.06.2022;2022;25;powiat wrocławski;województwo dolnośląskie
Circus aeruginosus;1;51.5623238;15.7832692;17.07.2022;2022;28;powiat polkowicki;województwo dolnośląskie
